"timestamp","consent","lifesat","econnow","econfut","attcheck","discuss_nat","discuss_eu","discuss_loc","trust_media","trust_parties","trust_legal","trust_police","trust_army","trust_gov","trust_eu","trust_nato","imageeu","demsat","ukract_sanction","ukract_weapons","ukract_refugee","prolific_id","age","sex","residence","education","party"
NA,"I agree","Very satisfied","Rather good","Worse","Once a day","Frequently","Occasionally","Frequently","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Very positive","Not very satisfied","Totally agree","Tend to disagree","Tend to agree","Y41P2K175O",41,"male","North West",NA,NA
NA,"I agree","Fairly satisfied","Rather good","Better","Once a day","Frequently","Occasionally","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Fairly negative","Not very satisfied","Tend to agree","Totally agree","Don't know","UTF2W16B5W",37,"female","Scotland",NA,NA
NA,"I agree","Very satisfied","Very good","Better","Once a day","Never","Occasionally","Never","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Don't know","Tend to trust","Neutral","Not very satisfied","Totally agree","Totally agree","Totally agree","SVKYM2FPS7",47,"female","South West",NA,NA
NA,"I agree","Fairly satisfied","Very bad","Worse","Once a day","Never","Never","Occasionally","Tend not to trust","Don't know","Don't know","Tend to trust","Tend to trust","Tend not to trust","Don't know","Tend not to trust","Fairly positive","Not very satisfied","Totally agree","Don't know","Totally agree","R2UGLLO16Y",41,"female","West Midlands",NA,NA
NA,"I agree","Very satisfied","Very good","Worse","Once a day","Occasionally","Never","Never","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Fairly negative","Very satisfied","Don't know","Totally agree","Tend to agree","U7PCBATA65",38,"female","Scotland",NA,NA
NA,"I agree","Fairly satisfied","Very good","Worse","Couple of times a day","Frequently","Occasionally","Occasionally","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Neutral","Fairly satisfied","Totally agree","Tend to agree","Totally disagree","2KOXZPDA9R",39,"male","Scotland",NA,NA
NA,"I agree","Very satisfied","Rather good","The same","Once a day","Never","Occasionally","Never","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Very positive","Not at all satisfied","Totally agree","Totally agree","Totally agree","ZWUD9X1SY2",30,"male","North East",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Better","Once a day","Occasionally","Never","Frequently","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Don't know","Tend not to trust","Tend to trust","Tend not to trust","Neutral","Not very satisfied","Totally agree","Tend to agree","Totally agree","JIS9E8G0PQ",42,"female","Wales",NA,NA
NA,"I agree","Very satisfied","Very bad","The same","Few times a month","Occasionally","Occasionally","Occasionally","Don't know","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Very positive","Not at all satisfied","Don't know","Totally disagree","Totally agree","LQ2904D1C3",47,"male","North East",NA,NA
NA,"I agree","Not very satisfied","Very bad","The same","Couple of times a day","Occasionally","Occasionally","Never","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Don't know","Tend to trust","Very positive","Very satisfied","Totally agree","Totally agree","Totally agree","BKB4OIOJQ0",46,"male","London",NA,NA
NA,"I agree","Very satisfied","Very bad","The same","Once a day","Never","Occasionally","Don't know","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Don't know","Fairly negative","Not at all satisfied","Tend to agree","Tend to agree","Totally agree","XRYRCREHQ1",45,"female","South East",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","The same","Once a day","Occasionally","Never","Occasionally","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Very positive","Fairly satisfied","Totally agree","Totally agree","Don't know","6DE7K3ZKFV",39,"male","Northern Ireland",NA,NA
NA,"I agree","Fairly satisfied","Don't know","The same","Once a day","Occasionally","Occasionally","Frequently","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Don't know","Tend to trust","Neutral","Not at all satisfied","Totally agree","Tend to disagree","Totally agree","8BQZIDX8RA",35,"male","West Midlands",NA,NA
NA,"I agree","Fairly satisfied","Very bad","The same","Once a day","Never","Occasionally","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Neutral","Not very satisfied","Totally agree","Don't know","Totally agree","7ARZFZ1C8H",32,"female","East of England",NA,NA
NA,"I agree","Very satisfied","Rather bad","The same","Once a day","Occasionally","Frequently","Occasionally","Don't know","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Don't know","Very positive","Not at all satisfied","Totally agree","Tend to disagree","Totally agree","7B3TA3Q3TD",46,"male","Northern Ireland",NA,NA
NA,"I agree","Fairly satisfied","Don't know","Better","Once a day","Occasionally","Frequently","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Don't know","Don't know","Neutral","Fairly satisfied","Tend to agree","Tend to agree","Tend to agree","7ETAIXCJKG",46,"female","South West",NA,NA
NA,"I agree","Fairly satisfied","Very bad","The same","Once a day","Occasionally","Frequently","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Neutral","Fairly satisfied","Don't know","Don't know","Don't know","7IQLBQY2AO",40,"female","Wales",NA,NA
NA,"I agree","Very satisfied","Very bad","Better","Once a day","Occasionally","Occasionally","Never","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Very positive","Fairly satisfied","Totally disagree","Totally agree","Totally agree","CVJ7PRMWYU",45,"male","West Midlands",NA,NA
NA,"I agree","Fairly satisfied","Rather good","The same","Once a day","Frequently","Occasionally","Occasionally","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Neutral","Not very satisfied","Totally agree","Totally disagree","Totally agree","RNUX8F3XZS",30,"male","South West",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Better","Few times a week","Occasionally","Never","Frequently","Tend not to trust","Don't know","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Neutral","Very satisfied","Totally agree","Totally agree","Tend to agree","SHK1L2QOW4",48,"male","North West",NA,NA
NA,"I agree","Not very satisfied","Rather bad","Better","Once a day","Occasionally","Occasionally","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Don't know","Fairly negative","Fairly satisfied","Totally agree","Totally disagree","Totally agree","M9UYI2JOLP",45,"female","North West",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Worse","Once a day","Never","Frequently","Frequently","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Fairly negative","Not very satisfied","Totally agree","Totally agree","Totally agree","TM3PAYG5AM",46,"male","South West",NA,NA
NA,"I agree","Very satisfied","Rather good","Worse","Once a day","Occasionally","Occasionally","Never","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Very positive","Not very satisfied","Totally disagree","Totally agree","Tend to agree","KX4AO11JVA",36,"male","West Midlands",NA,NA
NA,"I agree","Fairly satisfied","Very bad","Worse","Few times a month","Occasionally","Occasionally","Never","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Don't know","Tend to trust","Very positive","Not at all satisfied","Totally agree","Tend to agree","Totally agree","YGUNUEFE8B",46,"male","South West",NA,NA
NA,"I agree","Very satisfied","Rather good","The same","Once a day","Frequently","Occasionally","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Don't know","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Fairly negative","Fairly satisfied","Totally agree","Totally agree","Totally agree","9XHE88DN9L",41,"male","London",NA,NA
NA,"I agree","Not at all satisfied","Very good","The same","Once a day","Occasionally","Never","Frequently","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Fairly positive","Not at all satisfied","Totally agree","Totally agree","Totally agree","BZ7J71XIBR",59,"male","South West",NA,NA
NA,"I agree","Very satisfied","Rather bad","The same","Couple of times a day","Never","Never","Frequently","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Don't know","Neutral","Fairly satisfied","Totally agree","Totally disagree","Totally agree","U23XL4B34R",57,"male","East of England",NA,NA
NA,"I agree","Not very satisfied","Very bad","Worse","Once a day","Frequently","Never","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Don't know","Tend not to trust","Don't know","Don't know","Very positive","Very satisfied","Don't know","Totally agree","Totally agree","GWEX0FAXLD",56,"male","London",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Worse","Once a day","Never","Frequently","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Fairly negative","Fairly satisfied","Totally agree","Totally disagree","Tend to agree","H4JFTRPOE3",59,"female","Yorkshire and The Humber",NA,NA
NA,"I agree","Not very satisfied","Rather bad","Better","Never","Never","Occasionally","Never","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Neutral","Not very satisfied","Totally agree","Totally agree","Tend to agree","ZT4AGLX9Z1",56,"male","East of England",NA,NA
NA,"I agree","Not very satisfied","Rather good","The same","Once a day","Never","Occasionally","Occasionally","Don't know","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Neutral","Not very satisfied","Tend to agree","Tend to agree","Totally agree","VCCVDA8HT3",64,"male","South East",NA,NA
NA,"I agree","Very satisfied","Rather good","Worse","Once a day","Occasionally","Frequently","Frequently","Don't know","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Neutral","Fairly satisfied","Totally agree","Tend to agree","Totally agree","KBF1KVB7AD",55,"female","West Midlands",NA,NA
NA,"I agree","Not very satisfied","Rather bad","Worse","Once a day","Occasionally","Never","Occasionally","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Very negative","Not at all satisfied","Tend to disagree","Tend to agree","Tend to agree","69Y31OA78P",59,"female","Scotland",NA,NA
NA,"I agree","Fairly satisfied","Very bad","The same","Never","Frequently","Never","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Very positive","Fairly satisfied","Don't know","Totally agree","Totally agree","IX2ZZWGODI",50,"male","Yorkshire and The Humber",NA,NA
NA,"I agree","Very satisfied","Rather bad","Better","Once a day","Never","Never","Occasionally","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Very positive","Fairly satisfied","Totally disagree","Totally agree","Tend to agree","SB155ZSKGV",52,"male","Yorkshire and The Humber",NA,NA
NA,"I agree","Fairly satisfied","Very bad","Worse","Few times a month","Occasionally","Never","Never","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Don't know","Tend to trust","Neutral","Fairly satisfied","Tend to agree","Totally agree","Totally agree","83HEW9X5D3",64,"female","South West",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Better","Never","Never","Never","Frequently","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Neutral","Fairly satisfied","Tend to agree","Totally disagree","Tend to agree","TPVKSDPNDB",55,"male","South East",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","The same","Once a day","Occasionally","Frequently","Don't know","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Fairly negative","Not at all satisfied","Totally disagree","Totally disagree","Totally agree","KQ0VTO35EK",58,"male","Scotland",NA,NA
NA,"I agree","Very satisfied","Rather bad","Worse","Once a day","Occasionally","Occasionally","Occasionally","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Don't know","Tend to trust","Fairly positive","Fairly satisfied","Totally agree","Totally agree","Totally agree","L6S6MBXBJX",60,"female","South East",NA,NA
NA,"I agree","Fairly satisfied","Very bad","Worse","Once a day","Never","Occasionally","Never","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Don't know","Tend to trust","Tend to trust","Tend not to trust","Very positive","Not very satisfied","Totally agree","Tend to disagree","Tend to agree","N54TCC1U9U",53,"male","East of England",NA,NA
NA,"I agree","Fairly satisfied","Very bad","The same","Once a day","Occasionally","Never","Never","Tend not to trust","Don't know","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Neutral","Very satisfied","Totally agree","Totally agree","Totally agree","71FZQ0ID7C",51,"male","Northern Ireland",NA,NA
NA,"I agree","Not very satisfied","Rather bad","Better","Once a day","Occasionally","Occasionally","Frequently","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Neutral","Fairly satisfied","Totally agree","Totally disagree","Totally agree","HV5Z1D16DD",63,"male","Wales",NA,NA
NA,"I agree","Not very satisfied","Very bad","Worse","Few times a month","Frequently","Never","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Very positive","Not at all satisfied","Totally agree","Totally agree","Totally agree","L4PH8O38WR",58,"male","South West",NA,NA
NA,"I agree","Fairly satisfied","Very bad","The same","Once a day","Occasionally","Occasionally","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Don't know","Neutral","Fairly satisfied","Tend to disagree","Totally agree","Totally agree","3U32R4L0V4",60,"female","Scotland",NA,NA
NA,"I agree","Fairly satisfied","Rather good","Worse","Once a day","Occasionally","Frequently","Occasionally","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Fairly positive","Fairly satisfied","Totally agree","Totally agree","Tend to agree","2U0TGXA1W0",55,"female","South East",NA,NA
NA,"I agree","Not at all satisfied","Rather bad","The same","Once a day","Occasionally","Never","Frequently","Don't know","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Very positive","Don't know","Totally agree","Totally agree","Totally agree","1K9VWNMWDH",58,"male","London",NA,NA
NA,"I agree","Fairly satisfied","Very bad","The same","Once a day","Occasionally","Occasionally","Don't know","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Very negative","Not very satisfied","Totally agree","Totally agree","Totally agree","1ZKH1U3KOF",60,"female","South East",NA,NA
NA,"I agree","Very satisfied","Very bad","Better","Once a day","Frequently","Never","Never","Don't know","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Very positive","Fairly satisfied","Totally agree","Totally disagree","Don't know","IQUMX0NJ9I",60,"male","South West",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","The same","Once a day","Occasionally","Never","Occasionally","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Neutral","Very satisfied","Totally agree","Totally disagree","Totally agree","3YCCXRUM4H",51,"female","North East",NA,NA
NA,"I agree","Very satisfied","Rather bad","Better","Once a day","Never","Never","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Neutral","Fairly satisfied","Totally agree","Totally agree","Totally agree","K6K131GCZ7",50,"male","North East",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Better","Once a day","Frequently","Occasionally","Frequently","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Neutral","Fairly satisfied","Totally disagree","Totally agree","Totally agree","R2QE6R1RK5",59,"male","South West",NA,NA
NA,"I agree","Very satisfied","Rather bad","The same","Once a day","Occasionally","Occasionally","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Neutral","Fairly satisfied","Totally agree","Tend to agree","Totally agree","2X7FHRYEZ7",55,"female","Scotland",NA,NA
NA,"I agree","Not very satisfied","Rather bad","Worse","Once a day","Occasionally","Occasionally","Never","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Very positive","Fairly satisfied","Totally disagree","Totally agree","Totally agree","M2PZ6HDGDV",54,"male","East of England",NA,NA
NA,"I agree","Very satisfied","Very bad","Better","Never","Occasionally","Occasionally","Frequently","Tend not to trust","Tend not to trust","Don't know","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Neutral","Not at all satisfied","Totally agree","Tend to agree","Totally agree","N2OSJDRYR2",59,"female","South East",NA,NA
NA,"I agree","Very satisfied","Don't know","The same","Once a day","Frequently","Occasionally","Occasionally","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Don't know","Fairly negative","Not very satisfied","Tend to agree","Totally agree","Don't know","GYXLI8NJU8",55,"female","South East",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","The same","Once a day","Never","Never","Frequently","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Very positive","Not at all satisfied","Don't know","Totally agree","Tend to agree","CVUBFOMHNV",55,"male","Scotland",NA,NA
NA,"I agree","Fairly satisfied","Rather good","The same","Never","Occasionally","Occasionally","Frequently","Tend not to trust","Tend not to trust","Don't know","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Very positive","Fairly satisfied","Totally agree","Tend to agree","Totally agree","FSLL7IJRDU",51,"female","London",NA,NA
NA,"I agree","Not very satisfied","Rather bad","Worse","Once a day","Occasionally","Never","Frequently","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Don't know","Tend to trust","Tend to trust","Neutral","Not very satisfied","Totally agree","Totally agree","Totally agree","23INISSKLJ",64,"male","East Midlands",NA,NA
NA,"I agree","Very satisfied","Rather bad","The same","Once a day","Occasionally","Frequently","Frequently","Tend to trust","Tend not to trust","Don't know","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Neutral","Not very satisfied","Totally agree","Totally agree","Totally agree","Z0V6J9Z40U",56,"male","East of England",NA,NA
NA,"I agree","Very satisfied","Rather bad","Worse","Couple of times a day","Occasionally","Never","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Neutral","Fairly satisfied","Tend to agree","Tend to disagree","Totally agree","ECKP7J91TL",55,"female","Scotland",NA,NA
NA,"I agree","Fairly satisfied","Very bad","Better","Few times a month","Frequently","Frequently","Occasionally","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Fairly positive","Not very satisfied","Totally agree","Tend to agree","Totally agree","CE55E5J2UD",51,"female","Yorkshire and The Humber",NA,NA
NA,"I agree","Fairly satisfied","Don't know","Better","Few times a month","Frequently","Occasionally","Never","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Neutral","Not very satisfied","Totally disagree","Totally disagree","Totally agree","31ETW7JWPX",58,"female","Northern Ireland",NA,NA
NA,"I agree","Very satisfied","Rather good","Worse","Few times a week","Never","Occasionally","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Neutral","Fairly satisfied","Totally agree","Totally agree","Totally agree","QYZ23EA2HO",64,"female","East of England",NA,NA
NA,"I agree","Very satisfied","Rather bad","Worse","Few times a month","Frequently","Occasionally","Frequently","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Neutral","Fairly satisfied","Totally agree","Totally agree","Totally agree","8HPEF3H7QE",63,"male","Scotland",NA,NA
NA,"I agree","Very satisfied","Rather bad","The same","Never","Frequently","Frequently","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Very positive","Not very satisfied","Totally agree","Totally agree","Totally agree","4O04IT2PKB",52,"male","Scotland",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Worse","Once a day","Occasionally","Never","Frequently","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Don't know","Neutral","Not very satisfied","Totally agree","Totally agree","Totally agree","7X4RDUX01K",56,"female","South West",NA,NA
NA,"I agree","Very satisfied","Don't know","The same","Never","Occasionally","Never","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Very positive","Not at all satisfied","Totally agree","Tend to agree","Totally agree","9IGRMTLURA",53,"male","Yorkshire and The Humber",NA,NA
NA,"I agree","Very satisfied","Rather bad","Worse","Once a day","Frequently","Never","Never","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Neutral","Not at all satisfied","Totally agree","Tend to agree","Tend to agree","AX4VIP1W3U",53,"male","East Midlands",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","The same","Once a day","Frequently","Occasionally","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Don't know","Neutral","Not at all satisfied","Totally agree","Totally agree","Totally agree","PTF0D1GNC5",62,"male","Yorkshire and The Humber",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Worse","Once a day","Never","Frequently","Occasionally","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Neutral","Fairly satisfied","Totally agree","Totally disagree","Tend to agree","RFJZXWEI3L",64,"male","Wales",NA,NA
NA,"I agree","Fairly satisfied","Rather good","The same","Couple of times a day","Never","Never","Occasionally","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Very positive","Not at all satisfied","Totally disagree","Totally agree","Totally agree","987MWTK4YJ",59,"male","North West",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Worse","Once a day","Occasionally","Occasionally","Frequently","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Don't know","Neutral","Very satisfied","Totally agree","Tend to agree","Totally agree","Y0RW9SRVWE",61,"male","South West",NA,NA
NA,"I agree","Very satisfied","Rather bad","Don't know","Few times a week","Never","Never","Frequently","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Neutral","Not very satisfied","Totally agree","Totally agree","Totally agree","UJF6XV9BI8",56,"male","South West",NA,NA
NA,"I agree","Fairly satisfied","Very good","Better","Once a day","Occasionally","Never","Frequently","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Very positive","Very satisfied","Totally agree","Totally agree","Tend to agree","VYZTCYSNIQ",52,"male","South East",NA,NA
NA,"I agree","Very satisfied","Rather good","The same","Once a day","Occasionally","Never","Occasionally","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Fairly negative","Not at all satisfied","Totally agree","Totally agree","Totally agree","GRE3ETL1V3",57,"male","North West",NA,NA
NA,"I agree","Not very satisfied","Rather bad","Worse","Once a day","Occasionally","Never","Frequently","Tend not to trust","Tend not to trust","Don't know","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Very positive","Fairly satisfied","Totally agree","Totally agree","Tend to agree","DKYT3QMJXC",63,"female","South West",NA,NA
NA,"I agree","Very satisfied","Rather bad","Worse","Once a day","Frequently","Occasionally","Occasionally","Don't know","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Fairly negative","Fairly satisfied","Tend to disagree","Totally agree","Tend to agree","NPCJ43SPTP",61,"female","North East",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Worse","Once a day","Never","Occasionally","Frequently","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Don't know","Tend not to trust","Very positive","Not very satisfied","Totally agree","Totally agree","Totally agree","QTZ16D9OPR",53,"male","Wales",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Better","Once a day","Never","Frequently","Occasionally","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Very positive","Not at all satisfied","Tend to agree","Totally agree","Totally agree","MBSJAGTA0V",62,"male","Northern Ireland",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Better","Once a day","Never","Occasionally","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Neutral","Not very satisfied","Totally agree","Totally agree","Totally disagree","ZQPUG99E56",57,"male","London",NA,NA
NA,"I agree","Fairly satisfied","Rather good","The same","Once a day","Never","Never","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Don't know","Neutral","Fairly satisfied","Totally agree","Totally agree","Tend to agree","YBBUSS7L3W",61,"male","East Midlands",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Better","Once a day","Never","Occasionally","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Very positive","Fairly satisfied","Totally agree","Totally disagree","Totally agree","4X430G7O45",64,"male","South West",NA,NA
NA,"I agree","Very satisfied","Rather bad","Better","Once a day","Frequently","Never","Don't know","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Don't know","Don't know","Don't know","Fairly negative","Very satisfied","Tend to agree","Totally agree","Totally agree","QWD4E0FI2T",62,"male","South East",NA,NA
NA,"I agree","Very satisfied","Rather bad","The same","Once a day","Never","Never","Occasionally","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Fairly positive","Fairly satisfied","Don't know","Totally disagree","Totally agree","YXEQKY16QL",59,"female","London",NA,NA
NA,"I agree","Fairly satisfied","Don't know","The same","Few times a month","Occasionally","Never","Occasionally","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Don't know","Fairly positive","Not at all satisfied","Tend to agree","Totally agree","Totally disagree","DT75A2CREZ",53,"male","East of England",NA,NA
